mos_tot_num_mosquitos,predicted_tot_num_mosquitos
4,0.36137477
22,9.405273
1,8.951619
7,8.951022
43,11.582649
60,15.589884
12,2.3259742
23,10.7976465
2,8.680979
1,8.738012
39,10.6067295
54,18.701933
7,11.234583
18,8.730513
11,8.916163
35,12.543926
1,8.186574
10,9.414025
2,8.640788
22,12.259548
3,8.245307
12,8.448834
8,8.460334
5,8.574471
9,8.725925
59,16.477768
149,90.72055
35,12.844249
1,9.109886
47,18.68387
8,5.912321
4,5.463531
12,6.246675
18,7.0594316
2,5.2963867
25,7.9640803
2,5.2963867
4,9.269783
29,7.930871
20,11.295449
8,8.779319
61,18.010355
1,9.123347
8,10.085151
1,8.423153
4,9.488117
1,9.12015
14,9.466345
26,12.993296
1,10.38142
1,11.4754715
4,10.080679
72,19.123705
1,11.735272
4,9.853497
2,8.153104
6,8.522304
1,8.065313
3,8.947439
3,10.679246
17,5.214075
77,33.827785
3,11.676988
1,10.142455
1,9.124862
1,9.726632
6,12.05957
2,9.825313
6,8.814775
2,9.684525
1,10.45555
3,1.9125822
2,10.704574
3,11.130684
8,1.1068368
1,9.9998
34,8.187071
3,15.466965
15,3.492179
15,10.800834
18,10.36565
9,10.783571
26,14.051071
1,10.956827
5,10.440024
16,10.587213
22,6.413836
3,13.099778
16,10.751774
1,8.678627
1,11.541537
2,10.401855
11,10.390774
3,12.586934
8,9.984029
15,10.818244
16,9.943666
6,10.067854
8,10.381927
79,27.26872
63,18.922155
25,12.285427
1,9.954876
2,9.567173
163,102.41219
18,8.173888
2,6.060752
89,40.831944
3,6.10443
102,50.00675
15,7.414133
25,8.887285
8,9.897616
8,3.6895149
7,10.234547
2,8.768209
63,21.084427
2,9.96402
4,10.109683
2,8.938554
2,9.727175
2,8.789492
1,9.877056
11,1.1392882
19,13.050657
4,11.703251
1,12.428402
10,11.665841
56,16.423433
7,11.407024
1,12.305567
2,9.127925
2,9.111031
1,9.2163925
8,12.562262
45,17.355272
9,9.782565
47,17.16091
3,12.59166
1,10.591918
3,11.527827
3,10.305631
1,10.20451
5,13.544499
1,10.806853
6,10.021236
2,10.503146
12,13.636712
2,11.469506
1,11.576699
7,0.52606076
2,11.102886
2,16.558388
7,13.30356
8,12.074604
52,14.539126
179,125.099335
6,0.7386958
2,12.12387
3,12.250981
4,11.323328
26,6.789256
4,10.330217
7,0.93833417
52,20.67096
3,9.923895
21,16.555414
12,10.96921
1,10.562125
6,13.711826
1,9.494561
15,12.471227
2,8.628543
4,9.611405
2,10.531297
63,16.459585
41,17.250391
16,6.5009027
2,11.191716
75,35.61897
20,6.4226737
7,7.191619
33,12.932145
8,0.12326491
177,118.19451
36,15.194367
7,11.604239
3,11.868921
7,11.242198
11,4.1374016
39,15.943866
1,11.650239
1,10.076417
1,9.064303
1,10.174725
3,8.716889
5,-0.1717112
25,14.0128565
1,9.319442
3,11.998076
125,69.799805
1,10.743021
6,12.007055
1,12.357963
2,9.877581
30,5.863232
3,9.230571
43,12.6961155
3,9.33349
2,8.633968
1,9.619663
6,12.805159
1,10.609107
7,5.902718
2,11.866876
8,13.630152
6,13.375534
4,11.893736
9,8.821398
1,10.203439
14,1.5006628
4,13.382929
2,10.940896
23,15.290406
12,1.4999297
281,264.636
14,13.282198
4,13.286272
1,10.286569
2,9.558012
5,8.78553
20,5.8744
12,16.064384
28,7.080094
4,11.519377
29,6.085166
7,11.8398905
1,11.993212
4,0.014991939
5,9.035816
3,10.566559
5,12.370693
115,58.590343
46,16.561583
2,11.022932
4,11.883086
1,11.354346
16,1.1115341
14,3.0713265
40,14.729619
29,11.28935
37,8.924429
249,191.13376
3,7.7433066
25,10.019254
13,9.142637
10,6.0851455
31,11.049306
89,41.60413
2,7.363005
7,0.86074775
1,6.31423
2,6.02866
3,4.1166143
16,5.579248
23,10.41894
4,5.191113
7,7.177377
35,15.503861
7,7.978403
1,8.087991
5,6.651991
4,6.529527
4,6.5217113
3,-0.14221925
41,8.746087
6,6.1333237
176,123.32152
5,5.747715
4,6.98823
9,6.462914
2,7.051715
12,8.3413515
25,5.6604958
1,4.661865
8,2.7757907
46,18.016573
14,10.427564
4,7.113925
3,5.3137856
3,5.1824403
18,8.67808
4,5.848305
19,7.3888216
47,15.372973
11,7.0201445
20,8.721506
10,10.68503
7,0.18552044
23,10.083487
4,7.3977146
6,7.023863
11,8.161502
39,13.616506
9,8.588935
16,6.407706
4,0.7249348
7,6.392769
11,6.1961746
9,7.4476714
1,7.053169
25,8.408661
37,8.001026
4,7.3121424
41,10.127611
36,14.416901
74,29.473318
89,41.000744
172,118.6998
141,83.149086
3,4.8143
50,16.242378
13,3.278974
14,9.555096
40,15.689026
108,47.977207
1,7.346475
5,4.5639024
9,6.8756895
8,1.1923146
4,5.893913
3,-0.18336445
30,6.5129356
38,14.318976
2,3.802724
1,4.658346
8,0.47808972
119,61.21084
7,6.3121605
2,7.701565
9,6.19161
1,5.320749
1,5.317724
5,0.11923367
1,3.9036639
13,4.6777925
15,1.6262467
7,5.6137314
2,4.035647
2,4.5586467
12,1.0178187
1,4.256995
3,5.0886946
11,5.4232216
16,6.784715
2,5.331301
20,8.257662
13,8.540668
8,4.9466567
7,0.46466744
1,3.3492582
52,11.527317
4,3.9561408
4,3.193905
11,5.131683
4,3.9842327
22,6.16345
3,0.42588577
2,4.7335606
85,29.517159
65,30.764704
12,6.889839
6,0.4688505
15,3.7441907
73,26.435272
7,0.90531784
2,6.764302
1,7.3233
14,1.6056337
13,6.7500353
18,5.9379554
1,5.8679137
6,0.8632738
8,1.2696562
40,15.026986
44,15.258324
5,8.077792
2,0.19416708
2,6.1406207
45,15.087805
40,9.767803
1,4.45217
67,23.163364
1,4.45217
42,15.155254
189,133.53714
2,8.43503
2,10.042738
1,8.777396
4,9.819895
3,8.354202
1,9.825819
2,9.051074
1,8.473169
1,9.439533
9,6.2503343
5,1.5561798
16,5.0651064
1,7.9842744
4,8.555061
3,9.075226
2,10.989106
1,7.8804884
1,7.8788786
2,8.030047
1,7.6247654
1,0.33189726
14,8.208113
4,8.925819
1,6.827145
1,6.4827046
1,6.036178
3,7.8074613
1,6.4753675
4,7.6638584
21,11.266028
1,5.739156
22,12.108694
2,9.679003
3,7.141156
2,0.32827377
5,0.7470309
2,4.8117023
3,6.3499002
1,7.4921393
1,10.337144
1,7.041622
17,7.1892548
17,9.869793
3,7.0594783
1,6.6761236
22,7.831889
2,7.564124
2,10.218964
1,7.3083386
1,7.565524
5,0.844463
5,10.3196125
14,10.524928
3,10.326076
25,11.960982
12,9.734032
13,3.707729
21,8.368978
1,-0.0075652003
36,15.074763
74,40.727627
14,9.168753
14,4.02696
1,7.017348
1,6.6850314
3,8.099527
1,9.025757
3,8.192606
3,8.26379
2,7.1362114
2,7.9522157
11,5.8423557
2,7.325724
28,9.807716
1,6.675824
2,7.644583
3,8.03435
1,6.391706
8,8.400293
3,7.3021474
1,7.0586243
4,8.347956
2,6.2187815
19,7.9647183
15,8.894937
3,5.765282
5,7.135832
2,6.3059964
2,6.344141
3,6.875703
6,7.8680344
1,6.9625545
37,15.393503
1,8.593722
8,7.2325354
4,6.0109215
2,5.185037
11,3.3388803
9,6.6914897
5,5.380621
15,7.278247
4,6.9021072
1,9.790815
3,5.830207
1,6.50863
9,7.6268544
8,8.074849
1,6.132998
1,7.7828746
64,22.507442
6,7.19473
4,8.235626
4,1.8986757
7,3.8302739
7,8.688953
2,8.209521
52,18.87761
12,8.41466
4,8.176158
12,8.966772
3,7.677126
8,8.3825035
9,9.272794
11,1.6889198
6,8.0437765
2,3.8896577
1,4.888479
6,4.734803
2,4.290216
2,3.337374
1,3.9469244
4,2.021743
1,1.4401424
7,3.7587245
15,5.0656424
4,3.6258135
2,3.358779
13,3.6021981
2,3.3036883
1,1.5761654
3,2.9884808
4,2.8138642
1,2.99297
3,2.961689
4,0.98023415
45,9.0500555
2,4.3975716
9,3.7673202
5,3.3227618
10,3.4865572
13,5.3653097
16,4.3507185
2,2.831597
2,2.7426922
4,3.322229
4,5.594679
10,3.6579206
2,3.8836033
4,1.2817798
220,160.74995
1,4.8723073
7,3.8495429
1,2.9897225
3,4.5874996
4,4.065612
18,6.409285
25,11.560205
1,4.279223
2,2.0688612
10,5.790581
12,5.931298
1,1.6225989
10,6.2535706
18,6.2586045
5,4.283198
2,4.768014
9,5.157421
1,3.6964073
1,4.287931
1,4.2341247
2,2.4281805
109,46.345974
8,4.115154
1,3.6705492
61,19.707592
1,4.042684
1,5.138628
6,3.4064424
2,3.1841352
1,3.1812499
3,3.0957432
1,3.6629934
2,3.0690417
1,3.9585733
3,3.5157459
4,3.4308777
2,3.8418872
10,4.7941275
4,4.6305985
9,4.199115
1,2.7523756
1,2.6376784
8,3.826713
2,2.8330626
11,4.004839
1,3.0407624
1,2.9366271
1,3.9114854
3,3.482715
2,4.88721
1,3.728054
2,3.2263398
12,5.5306377
9,3.939863
1,4.9878454
1,4.4908614
5,4.7699695
3,3.5297608
11,5.2615595
7,4.9375663
7,4.5857067
2,4.041386
3,4.0204506
3,3.0370135
3,3.6932726
4,2.8547888
9,4.585571
1,1.3560936
32,6.506503
4,4.0814466
7,4.0981307
5,0.40243298
294,241.98415
3,2.7870677
2,3.6377707
4,4.178438
1,3.818983
1,1.2244763
2,2.276093
10,4.5550756
1,1.7853138
5,3.5336173
1,3.4822989
2,3.359417
5,3.5606635
1,2.3027043
